[28Nov2023 19:39:17.625] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, MOD_DEV, --assetIndex, 5, --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --gameDir, ., --fml.forgeVersion, 46.0.14, --fml.mcVersion, 1.20, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230608.053357]
[28Nov2023 19:39:17.627] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8.1 by Eclipse Adoptium; OS Mac OS X arch aarch64 version 12.4
[28Nov2023 19:39:17.712] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/Users/haydenzamora/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%23119!/ Service=ModLauncher Env=CLIENT
[28Nov2023 19:39:17.947] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/javafmllanguage/1.20-46.0.14/a6405744022dfa25d0b0b60fadee46538a162723/javafmllanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.948] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/lowcodelanguage/1.20-46.0.14/d85c3d3a835e85b26ebf1adf7604a180762119a7/lowcodelanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.949] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/mclanguage/1.20-46.0.14/69e8fcee85250152d97775b0704885837b4b75fa/mclanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.967] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/fmlcore/1.20-46.0.14/9d768efd192cfba2ab8d351cb392859ccf691710/fmlcore-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:18.010] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[28Nov2023 19:39:19.032] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[28Nov2023 19:39:19.037] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --assetIndex, 5]
[28Nov2023 19:39:19.427] [main/INFO] [mixin/]: Remapping refMap geckolib.refmap.json using /Users/haydenzamora/Documents/DarkCollectiveGit/build/createSrgToMcp/output.srg
[28Nov2023 19:39:22.595] [Datafixer Bootstrap/INFO] [com.mojang.datafixers.DataFixerBuilder/]: 188 Datafixer optimizations took 120 milliseconds
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/assets/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/data/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.718] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[28Nov2023 19:39:23.735] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[28Nov2023 19:39:23.838] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.1 build 7
[28Nov2023 19:39:24.508] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 46.0.14, for MC 1.20 with MCP 20230608.053357
[28Nov2023 19:39:24.510] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v46.0.14 Initialized
[28Nov2023 19:39:25.387] [Render thread/INFO] [net.minecraftforge.gametest.ForgeGameTestHooks/]: Enabled Gametest Namespaces: [darkcollective]
[28Nov2023 19:39:25.674] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, mod_resources
[28Nov2023 19:39:29.114] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x256x4 minecraft:textures/atlas/signs.png-atlas
[28Nov2023 19:39:29.117] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x512x4 minecraft:textures/atlas/shield_patterns.png-atlas
[28Nov2023 19:39:29.119] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x512x4 minecraft:textures/atlas/banner_patterns.png-atlas
[28Nov2023 19:39:29.120] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 1024x1024x4 minecraft:textures/atlas/armor_trims.png-atlas
[28Nov2023 19:39:29.125] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 128x64x4 minecraft:textures/atlas/decorated_pot.png-atlas
[28Nov2023 19:39:29.125] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x256x4 minecraft:textures/atlas/chest.png-atlas
[28Nov2023 19:39:29.125] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[28Nov2023 19:39:29.126] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[28Nov2023 19:39:29.274] [Render thread/WARN] [net.minecraft.client.renderer.ShaderInstance/]: Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.
[28Nov2023 19:39:29.362] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x256x0 minecraft:textures/atlas/particles.png-atlas
[28Nov2023 19:39:29.363] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 256x256x0 minecraft:textures/atlas/paintings.png-atlas
[28Nov2023 19:39:29.364] [Render thread/INFO] [net.minecraft.client.renderer.texture.TextureAtlas/]: Created: 128x128x0 minecraft:textures/atlas/mob_effects.png-atlas
[28Nov2023 19:39:29.588] [Realms Notification Availability checker #1/INFO] [com.mojang.realmsclient.client.RealmsClient/]: Could not authorize you against Realms server: Invalid session id
[28Nov2023 19:39:45.319] [Render thread/INFO] [net.minecraftforge.registries.GameData/REGISTRIES]: Injecting existing registry data into this CLIENT instance
[28Nov2023 19:39:46.206] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 12.json, ignoring
[28Nov2023 19:39:46.214] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 5.json, ignoring
[28Nov2023 19:39:46.214] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 28.json, ignoring
[28Nov2023 19:39:46.214] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 9.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 24.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 32.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 33.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 25.json, ignoring
[28Nov2023 19:39:46.212] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 20.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 25.json, ignoring
[28Nov2023 19:39:46.215] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 8.json, ignoring
[28Nov2023 19:39:46.217] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/coal_from_coal_ore_or 4.json, ignoring
[28Nov2023 19:39:46.216] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 8.json, ignoring
[28Nov2023 19:39:46.226] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 6.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/redstone_from_redstone_ore_or 6.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 29.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/iron_ingot_from_iron_ore_or 4.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 7.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_refining_atrivium_ore 2.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 16.json, ignoring
[28Nov2023 19:39:46.227] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 4.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 13.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_atrivium_ore 8.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 4.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/diamond_from_refining_diamond_ore 2.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/meteorite_from_refining_cobbled_meteorite 2.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_aernium_ore 5.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/lapiz_from_lapiz_ore_or 5.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 18.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 13.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_atrivium_ore 4.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 22.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 10.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_atrivium_ore 5.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 11.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 14.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_refining_aernium_ore 2.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 3.json, ignoring
[28Nov2023 19:39:46.229] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 12.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 2.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/lapiz_from_lapiz_ore_or 4.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 5.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_aernium_ore 4.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 6.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 15.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 17.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 23.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 7.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 19.json, ignoring
[28Nov2023 19:39:46.230] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/gold_ingot_from_refining_gold_ore 2.json, ignoring
[28Nov2023 19:39:46.231] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 20.json, ignoring
[28Nov2023 19:39:46.231] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 16.json, ignoring
[28Nov2023 19:39:46.231] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/steel_ingot 2.json, ignoring
[28Nov2023 19:39:46.231] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/mothership_darktiles2 2.json, ignoring
[28Nov2023 19:39:46.247] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/iron_ingot_from_iron_ore_or 5.json, ignoring
[28Nov2023 19:39:46.247] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/coal_from_coal_ore_or 5.json, ignoring
[28Nov2023 19:39:46.247] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/black_stand 2.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_aernium_ore 8.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 9.json, ignoring
[28Nov2023 19:39:46.247] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 17.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_aernium_ore 3.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 24.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/lapiz_from_lapiz_ore_or 3.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 21.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_atrivium_ore 2.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 21.json, ignoring
[28Nov2023 19:39:46.249] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 7.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/coal_from_coal_ore_or 2.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 10.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/mothership_whitebricks 2.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/iron_ingot_from_iron_ore_or 2.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 10.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 30.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 2.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 26.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 15.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 27.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/iron_ingot_from_iron_ore_or 3.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 16.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 31.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/gold_ingot_from_gold_ore_or 6.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 11.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/coal_from_coal_ore_or 3.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/mineable/pickaxe 6.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 20.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/titanium_ingot_from_blasting_raw_titanite 2.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 11.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 23.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/atrivium_dust_from_atrivium_ore 3.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/atrivium_ore 2.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 19.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/diamond_from_diamond_ore_or 6.json, ignoring
[28Nov2023 19:39:46.250] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 10.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 18.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 22.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 17.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 21.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 7.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 17.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/lapiz_from_lapiz_ore_or 2.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 21.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 14.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/aernium_ingot_from_aernium_ore 2.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 20.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 3.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 6.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/actrivium_ore 2.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 16.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_cobblestone 11.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/titanium_block 2.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 5.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/meteorite_stone 14.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 15.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/emerald_from_emerald_ore_or 6.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 9.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:loot_tables/blocks/aernium_ore 17.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Invalid path in pack: minecraft:tags/blocks/needs_diamond_tool 23.json, ignoring
[28Nov2023 19:39:46.251] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:recipes/redstone_from_refining_redstone_ore 2.json, ignoring
